trial,original_ns,tco_ns,method2_ns,iterative_ns
167,3553140,3558869,3148687,2484792
168,3712264,3963947,3424121,2734181
169,3452561,3657104,3344846,2574640
170,3499803,3626842,3292342,2494058
171,3634440,3829140,3248792,2582553
172,3744708,3953835,3419844,2797150
173,3716165,3875601,3368851,2671205
174,3623502,3778460,3258428,2560834
175,3921073,4349589,3562145,2845382
176,3719707,3874716,3374061,2646464
177,3441825,3642462,3330932,2567552
178,3445835,3693506,3363799,2641567
179,3684548,3983004,3466306,2740844
180,3481879,3721894,3325880,2624847
181,3506672,3818722,3360517,2695945
182,3523132,3667776,3241447,2508017
183,3718404,3848412,3238635,2529790
184,3498391,3645014,3230770,2469057
185,3675173,3981857,3451148,2759283
186,3571520,3815233,3201185,2524008
187,3809868,3858412,3381509,2691466
188,3617200,3917948,3300982,2564687
189,3515943,3667516,3333849,2570000
190,3519486,3701476,3262335,2551614
191,3426355,3558134,3133889,2451400
192,3764709,3980972,3302858,2565782
193,3798773,4138117,3505370,2740115
194,3493702,3852996,3373487,2663132
195,3648609,3863309,3826900,2638807
196,3188059,3344423,3249990,2452233
197,3660380,3891487,3391457,2735011
198,3346403,3484640,3239989,2503538
199,3864142,4133221,3348590,2693602
200,3762886,4180307,3562301,2799806
201,4241404,4189996,3613710,2838768
202,3353955,3545894,3304837,2569584
203,3337755,3566572,3378175,2658808
204,3420782,3613710,3300358,2586668
205,3548758,3780179,3368487,2633703
206,3626888,3784710,3243271,2556719
207,3706528,3987639,3382134,2662089
208,3559746,3689178,3248214,2516920
209,3908201,4174935,3384941,2720422
210,3345459,3466039,3170761,2436343
211,3913774,4244054,3563962,2844127
212,3526512,3734388,3244568,2579580
213,3738242,3969507,3466299,2720265
214,4064200,4462296,3482603,2757768
215,3607298,3757307,3183106,2527338
216,3445518,3581306,3240662,2499211
217,3668655,3893669,3290352,2565413
218,3613184,3907368,3445257,2810688
219,3808611,4062168,3428381,2735267
220,3317385,3459372,3252745,2488064
221,3506041,3677041,3330145,2528848
222,3479425,3622142,3275716,2560048
223,3640320,3949922,3415828,2717453
224,4015134,4238585,3316290,2637917
225,3502813,3697251,3348949,2642709
226,3673551,3932890,3363013,2847773
227,3770484,4050970,3492187,2820428
228,3494374,3776735,3430152,2722506
229,3976278,4275410,3528022,2781571
230,4031334,4404533,3422652,2677607
231,3778298,4158216,3675948,3068099
232,3423276,3605631,3354783,2634479
233,3934713,4255409,3525366,2834127
234,3792569,3970236,3276185,2604686
235,3870386,4108682,3383638,2658335
236,3289467,3465831,3243630,2475928
237,4064824,4387969,3544846,2857878
238,3531772,6123593,3459424,2697660
239,4020083,4251346,3402650,2681357
240,3582921,3893721,3414422,2636511
241,3500677,3671624,3283477,2570778
242,3494739,3669124,3242328,2540880
243,3811268,4065138,3537450,2808969
244,3907055,4162226,3452705,2812511
245,3861688,4071486,3276960,2617808
246,3544841,3723236,3262637,2513791
247,3477233,3582447,3358059,2584576
248,3659483,3972001,3452491,2745159
249,3472961,3533173,3179923,2458163
250,3827252,4153470,3519527,2813652
251,3444887,3586406,3224405,2502176
252,3594687,3799491,3342329,2607182
253,3616407,3813763,3187945,2521448
254,3782093,4030545,3303576,2629579
255,3628543,3952260,3640679,2851936
256,3642763,3945332,3481556,2801620
257,3605574,3849025,3313161,2608901
258,3479733,3604323,3218155,2497488
259,3960593,4170501,3451398,2704167
260,3532548,3690630,3204977,2509260
261,3723809,3955593,3408375,2663540
262,3636096,3920852,3366132,2681666
263,3843556,4048672,3393634,2682811
264,3865692,4056641,3469315,2651352
265,3565832,3822513,3375300,2658174
266,3508432,3658180,3228781,2497436
267,3481607,3576509,3239927,2488738
268,3664327,3895642,3274564,2572180
269,4065235,4209931,3395977,2733856
270,3678963,3949395,3284252,2617287
271,3674588,3896788,3284461,2604630
272,3480930,3656930,3219665,2541137
273,4090549,4342907,3386289,2716824
274,3562394,3664327,3161433,2453683
275,3784698,4046276,5527195,2765629
276,3690474,3710267,3311493,2571972
277,3308472,3631303,3360350,2804329
278,3501869,3640367,3288836,2492541
279,3799595,4029035,3291440,2657550
280,3582186,3831941,3256490,2585618
281,3370559,3477961,3119608,2413890
282,3455981,3775219,3451814,2752498
283,4101325,4322431,3416234,2734477
284,3684322,3886052,3343886,2621814
285,3708491,3962150,3347168,2643430
286,3708542,3911626,3309145,2616866
287,4202581,4704067,3532960,2901257
288,3363366,3622131,3277737,2576395
289,3455143,3608068,3256642,2523423
290,3574159,3802037,3321802,2634471
291,3557075,3755472,3271955,2606449
292,3487384,3650362,3199920,2514204
293,3421651,3562961,3178408,2468629
294,3678020,3915585,3245287,2597542
295,3630933,3813704,3245078,2551967
296,3606713,3836362,3271121,2612335
297,3503374,3694791,3241797,2486338
298,3759795,3925847,3288102,2645305
299,3654633,3902199,3324771,2632805
300,3730575,4216383,3683697,2976314
301,3608172,3838758,3405348,2767135
302,3662758,3833497,3291748,2587490
303,3824694,3886052,3183617,2537903
304,3500406,3700885,3355918,2639003
305,3777973,3979443,3226849,2550977
306,3683281,3839227,3398108,2653378
307,4027727,4426083,3529678,2991523
308,3453944,3617444,3264715,2555040
309,3473008,3657393,3239818,2545977
310,3740628,4189142,3342636,2618845
311,3514261,3659425,3269924,2512641
312,3550096,3706563,3290029,2575041
313,4955071,4029602,3252892,2575718
314,3659946,3938660,3413838,2693641
315,3801152,4175912,3421339,2778073
316,3446184,3599421,3159241,2463732
317,3713855,3851519,3214087,2534830
318,3687916,3933451,3384201,2735102
319,3345865,3520563,3243099,2504725
320,3677498,3901568,3293150,2576651
321,4220909,4481601,3534725,2864949
322,3422271,3602229,3194655,2537847
323,3748330,4029284,3339454,2649728
324,3753383,3980739,3277628,2638218
325,3820939,4034024,3371592,2717389
326,3793750,4024440,3484618,2629675
327,3519829,3641137,3247053,2554202
328,3454721,3682285,3230906,2553213
329,3589415,3726194,3256324,2514930
330,3572592,3823647,3355600,2657750
331,3658378,3915371,3353778,2670146
332,4054285,4531290,3616761,2932609
333,3779999,4039336,3374144,2678740
334,3507068,3642127,3208561,2499617
335,3619521,3760571,3281638,2551963
336,3468888,3629782,3219343,2532223
337,3581446,3757341,3230959,2536598
338,3498838,3657336,3186581,2498001
339,3815730,4118507,3336693,2726921
340,3709526,3975270,3307369,2610872
341,3823387,4657756,3624262,2876095
342,3499515,3716037,3358414,2635665
343,3506598,3716402,3157100,2530608
344,3698848,3917142,3296170,2602591
345,3352580,3674160,3395655,2673948
346,3797812,4032513,3377841,2684105
347,3694369,3850680,3256637,2582902
348,3579051,3783541,3336016,2684835
349,4032669,4375657,3691973,2984279
350,3542121,4484100,3589155,2795727
351,3595145,3803490,3309504,2623685
352,3730673,3922298,3336329,2677334
353,3698693,3855263,3356643,2626447
354,3670201,3873233,3303463,2551858
355,3919851,4203043,3532225,2853437
356,3603375,3804584,3273096,2595871
357,3685463,3902087,3399505,2674935
358,3536491,3733846,3160846,2460548
359,3536179,3713531,3384348,2635454
360,3641028,3811089,3370075,2644672
361,3825985,3990682,3414505,2674361
362,3681031,3868019,3296374,2544563
363,3480186,3739002,3429454,2753898
364,3421901,3551700,3264081,2520707
365,4038185,4449873,3463206,2780305
366,3595296,3876874,3334397,2725718
367,3612798,3897917,3300436,2684414
368,3665248,3874947,3296582,2613213
369,3676811,3855362,3393358,2688009
370,3700667,3850310,3344658,2605451
371,3576129,3798484,3475498,2722333
372,3691031,3850622,3197098,2547271
373,3372993,3530710,3205276,2470028
374,3643893,3862550,3331271,2583159
375,3618318,3816454,3389400,2677747
376,3626496,3839580,3352055,2668788
377,3504614,3658737,3273613,2471122
378,3662539,4031257,3386587,2714624
379,3296791,3403255,3367627,2439922
380,3499823,3696082,3285280,2579878
381,3532168,3716136,3164909,2476278
382,3988234,4292781,3404400,2696342
383,3749263,3938023,3379191,2677435
384,3672540,3824892,3238818,2564772
385,3474457,3567951,3157878,2454142
386,3407682,3657956,3314500,2813432
387,3830882,3977139,3297364,3520552
388,3881197,4270332,3432944,2708582
389,3544825,3745409,3320229,2658788
390,5272001,3984901,3311896,2585138
391,3335126,3600037,3218870,2483727
392,3582118,3781140,3258507,2542740
393,3450653,3619569,3283353,2524822
394,3334501,3574358,3341221,2587114
395,3772644,3977030,3417105,2706130
396,3767956,4174957,3566019,2882702
397,4014220,4312412,3400073,2762748
398,3442419,3582426,3240689,2510912
399,3501796,3606385,3229907,2437731
400,3433460,3582061,3146258,2467264
401,3396687,3633262,3356738,2629095
402,3681962,3896661,3327517,2655243
403,3608417,3896557,3489609,2738060
404,3539091,3806969,3275171,2551487
405,3989479,4339340,3641596,2786343
406,3736600,3921975,3462524,2738840
407,3500911,3660347,3279546,2560133
408,3805667,4152091,3429866,2753685
409,3419240,3547007,3243450,2526850
410,3397625,3538362,3176780,2487108
411,3442106,3581541,3104797,2436898
412,3422731,3621543,3385541,2582062
413,3815979,4066878,3591020,2788426
414,3478722,3683160,3218501,2547684
415,3925725,4167405,3291265,2640189
416,3855149,4081619,3371061,2622428
417,4154904,4463254,3495182,2795927
418,3494661,3640138,3318193,2529767
419,3746810,3960467,3462888,2731913
420,3683681,3797073,3208553,2521641
421,4209959,4802073,3800562,3116621
422,3999322,4373300,3432991,2791968
423,3341163,3460857,3195271,2426949
424,3706963,4033908,3402157,3337153
425,3901870,4268452,3504505,2825720
426,3950049,4382832,3601021,2900880
427,3347466,3381790,3255899,2504089
428,3754519,4074483,3519663,2869004
429,3668524,4101880,3687432,2998802
430,3908432,4124850,3242721,2614928
431,3766342,4046877,3444866,2748629
432,3657998,3813422,3396474,2642582
433,3378400,3494917,3200110,2432571
434,3330534,3504188,3308970,2551484
435,3372619,3519606,3148649,2482262
436,4060570,4423088,3569816,2890146
437,3965409,4254747,3412777,2748838
438,3587734,3797067,3314439,2631592
439,3699563,3912959,3340795,2600288
440,3919677,4135887,3302511,2642322
441,3921448,4131720,3450800,2761233
442,3748471,4048018,3397984,2707949
443,3670238,3839622,3321367,2619404
444,3702948,3927959,3428299,2702793
445,3684875,4080936,3558566,2877698
446,3632945,3872384,3356055,2593725
447,3424289,3584088,3285427,2517419
448,3761284,3967233,3293605,2602945
449,3645185,3825454,3293813,2611122
450,3778160,4060258,3470958,2740816
451,4091874,4473456,3509501,2875510
452,3557732,3711282,3221309,2556275
453,3432986,3615079,3308345,2587787
454,3460801,3703521,3132815,2442415
455,3836184,4162763,3878999,2832174
456,3788421,4043695,3402569,2698106
457,3345378,3509761,3237195,2531847
458,3768473,3967545,3321210,2592267
459,3536846,3573723,3151983,2444187
460,3498980,3638205,3282510,2528722
461,3589609,3715449,3285323,2531430
462,4065258,3646227,3279229,2594871
463,3758055,3988692,3303866,2631384
464,3565493,3718626,3232143,2544296
465,3611329,3789775,3267301,2599715
466,4001661,4282197,3505699,2750973
467,3564295,3816027,3363869,2640134
468,3861758,4234798,3506115,2811965
469,3841180,4083692,3524393,2809826
470,4055877,4561371,3753206,3022494
471,3678775,3888422,3304173,2600910
472,3635961,3841856,3382355,2698154
473,3402355,3570385,3274224,2535177
474,3431107,3575177,3202866,2505332
475,3555801,3695078,3413138,2545178
476,3415846,3676849,3340790,2647475
477,3806386,3954102,3239327,2570648
478,3663514,3862378,3310268,2572471
479,3708882,4024001,3479026,2777272
480,3644660,3834669,3391782,2704040
481,4187394,4798101,3785865,3126925
482,3433034,3685026,3250264,2584295
483,3321362,3434857,3231878,2489029
484,3760446,4004730,3362458,2631119
485,3434336,3657576,3363395,2601430
486,3535540,3828574,3389073,2749875
487,3901339,4118693,3345634,2671851
488,3560020,3687474,3271099,2539344
489,3379698,3478036,3215836,2483820
490,3477359,3635180,3288913,2513926
491,3709298,4037231,3455171,2753678
492,3490589,3662369,3198439,2494811
493,3690859,3976759,3676223,3005930
494,3386470,3615751,3294173,2523094
495,3970352,4036501,3189741,2562678
496,3788781,3955040,3322612,2593930
497,3739611,4079264,3460275,2751178
498,3806595,4035720,3284798,2604556
499,3847117,6436672,3359957,2592211
500,3720965,3969779,3264953,2582419
501,4102546,4342975,3432930,2708936
502,3354697,3596376,3229847,2560543
503,3489079,3677578,3319643,2571585
504,3453035,3639503,3138748,2473404
505,3329227,3579604,3377719,2599868
506,3809720,4034416,3447562,2734767
507,3816486,4077488,3347088,2727475
508,3521836,3663093,3255209,2472359
509,3712783,3963212,3287450,2630439
510,3337973,3422457,3224791,2431523
511,3677000,3839351,3302920,2584135
512,3778984,4022537,3380476,2676952
513,3706116,3785756,3208331,2524705
514,3459906,3641999,3147339,2478505
515,3720232,3885916,3272137,2558404
516,3847998,4141762,3489960,2722996
517,3773462,3927220,3300940,2624032
518,3616164,3816798,3273856,2601011
519,3878156,4173326,3610278,2810344
520,3476262,3544285,3262553,2507204
521,3657989,3942898,3540847,2856232
522,3535222,3741274,3394851,2650127
523,3339953,3446051,3267449,2453608
524,3599288,3995505,3465636,2802062
525,3493658,3713981,3279845,2551737
526,4139314,4503186,3605694,2895921
527,3725857,4018058,3508190,2806802
528,3717263,3975920,3380788,2626637
529,4016651,4341303,3515221,2768988
530,3693303,3875551,3224217,2650544
531,3831799,4045820,3429436,2667681
532,3606111,3894511,3458968,2731589
533,3814089,4109833,3423029,2689244
534,3569599,3759243,3311149,2583666
535,3372141,3476626,3377142,2496422
536,3579078,3769244,5191812,2544810
537,3415841,3655905,3361777,2643460
538,3471521,3754348,3409487,2953736
539,3479647,3634133,3236197,2470015
540,3654603,3826486,3251563,2574343
541,3747212,3973316,3350943,2640491
542,3524128,3745806,3319900,2538612
543,3897115,4142960,3371881,2709867
544,3500841,3603138,3091500,2440479
545,3546469,3773719,3386826,2623456
546,3710175,3917892,3380940,2674449
547,3558448,3690850,3245360,2584288
548,3596731,3755176,3255673,2552047
549,3393180,3554021,3192285,2457251
550,3756634,3952060,3300728,2638770
551,3515061,3647150,3219214,2487096
552,4005188,4262335,3494643,2773047
553,3730644,4234418,3179315,2590121
554,3402556,3654182,3250882,2559807
555,3578501,3768718,3275153,2561109
556,3516363,3768406,3399066,2667521
557,3978728,4317026,3609909,2857061
558,4114672,4517399,3586053,2891073
559,3568657,3698143,3231297,2522514
560,3620847,3837628,3286925,2609185
561,3820180,4042899,3221714,2562152
562,3831847,4026283,3293749,2614914
563,3500998,3704549,3434171,2690595
564,3778667,4003417,3801897,2663719
565,3723769,3895755,3329011,2587569
566,3658610,3836638,3201192,2561214
567,3711737,3951853,3550583,2701690
568,3812106,4199780,3364012,2661427
569,3445213,3549177,3211297,2501159
570,3689444,4032845,3440266,2770390
571,3634338,3910652,3296977,2612467
572,3669339,4022168,3467298,2787944
573,3302290,3529853,3362033,2675542
574,3521259,3754603,3452506,2768203
575,3626629,3857577,3238589,2604132
576,3671318,3788094,3248434,2507514
577,3472350,3587720,3215099,2538140
578,4033419,4338277,3478132,2814038
579,4302130,4813872,3771635,3088009
580,3622878,3785542,3251298,2559961
581,3551569,3766266,3371769,2636370
582,3864812,3986067,3300411,2601942
583,3549225,3735380,3341923,2644079
584,3754599,4106282,3498180,2823827
585,3559851,3676366,3267077,2543189
586,3917731,4121595,3403489,2723093
587,3606623,3745379,3332131,2544387
588,3703295,3955598,3276817,2544127
589,3690012,3875386,3367341,2656476
590,3559798,3813664,3389583,2682831
591,4054196,4327802,3390155,2733094
592,3552975,3732931,3210303,2601630
593,3827883,4045237,3396249,2675175
594,3755588,3971015,3303328,2620433
595,3604800,3820800,3237231,2586577
596,3364269,3559121,3306974,2532408
597,3369841,3471149,3175458,2498552
598,3768245,3972109,3298693,2593087
599,3627041,3798819,3259941,2551523
600,3700533,3884501,3333382,2626370
601,3540578,3710065,3289370,2577878
602,3472919,3628968,3313433,2586212
603,3657511,3933721,3362967,2700800
604,3419584,3615582,3324371,2627516
605,3432188,3637875,3222752,2572358
606,3505785,3534277,3233273,2465061
607,3627093,3852885,3231085,2541991
608,3871791,4344886,3772047,2929457
609,3457450,3591831,3165353,2458342
610,3833301,4094354,3325673,2653351
611,3537194,6042047,3395780,2684081
612,3438439,3650011,3269108,2542096
613,3608446,3705951,3231606,3221866
614,3806945,4103313,3223429,2568711
615,3481826,3558861,3340778,2486207
616,3852103,4139565,3407500,2735907
617,3730952,4069301,3492243,2816119
618,3770902,4056848,3337076,2697881
619,3797721,4041013,3491719,2790698
620,3584118,3793606,3337649,2638555
621,3455571,3631777,3346451,2596209
622,3552711,3793919,3390776,2670848
623,3821733,3964812,3444737,2707829
624,3824546,4045909,3450571,2738300
625,3892309,4172061,3475311,2768405
626,3431403,3556825,3244155,2453547
627,3876058,4133414,3414059,2726268
628,3549012,3746834,3278688,2630586
629,3794440,4158571,3514793,2800541
630,3624797,3852151,3302699,2595949
631,3662402,3867985,3456509,2717205
632,3420726,3502291,3116077,2417191
633,3562398,3786211,3237592,2550426
634,3464946,3580524,3257593,2609231
635,3886527,4230553,3464634,2803094
636,3579066,3786106,3349525,2658869
637,3430883,3526303,3272177,2513028
638,3610421,3744542,3684487,2529175
639,3751001,3903507,3351035,2636993
640,3630683,3762356,3126962,2454381
641,3602140,3805222,3219988,2545530
642,3902830,4304775,3379318,2657618
643,3657819,3902309,3375255,2634753
644,3800430,3969657,3334107,2633138
645,3824546,4282379,3555523,2935808
646,3493020,3639277,3454008,2593658
647,3970803,4259825,3373171,2729185
648,3556877,6150535,3476874,2799500
649,4096536,4497075,3548543,2866638
650,3793763,4042211,3439476,2732257
651,3756157,3918404,3322128,2676734
652,3513594,3743761,3345566,2658973
653,3632766,3784856,3316190,2605116
654,3617141,3889288,3372807,2677411
655,3471405,3625314,3278841,2562611
656,3643127,5334399,4718538,5665559
657,3622188,4548687,3167690,2513443
658,4512748,4897296,3715942,3016173
659,3635679,3885169,3870898,2807674
660,4212423,4505978,3533956,2950337
661,3616720,3862356,3374313,2680482
662,3325040,3516455,3245610,2533704
663,3670159,3763653,3270976,2626990
664,3407804,3488433,3138835,2419376
665,3305300,3425201,3264465,2489223
666,3577395,3813812,3492496,2729702
667,4170390,3879232,3200608,3152794
668,3705109,4271801,3773445,2598759
669,3658233,3748704,3323113,2722775
670,3594167,4195130,3722975,2530579
671,3413325,3582812,3349364,2555580
672,3958714,3666982,3220035,2480316
673,3658180,3881055,3386710,2465576
674,3673024,3831521,3339468,2775693
675,3417075,3559477,3149460,2450419
676,3380667,3522185,3278216,2523652
677,3790998,4150232,3480308,2803924
678,3645471,3956057,3215244,2528756
679,3706047,3920379,3264933,2592301
680,3652138,3929285,3345927,2750328
681,3713807,4603378,3480412,2808976
682,3625991,3928504,3348843,2613239
683,3799280,4153358,3854335,2874657
684,3642294,3797248,4217684,2653605
685,3707192,3915587,3223474,2521412
686,4200027,4675724,3910900,3094718
687,3743965,3868137,3173472,2531881
688,3734068,4010175,3316603,2602249
689,3557394,3675212,3113625,2473336
690,3637033,3844126,3552603,2609905
691,3549009,3737871,3222949,2545004
692,3867039,4894635,4087830,3048411
693,3522858,3734534,3234668,2532035
694,3518483,3720314,3325975,2617455
695,3438739,3614788,3606819,2542816
696,3935688,4698428,3318370,2663915
697,3567130,3570569,3230189,2534951
698,3938604,4231325,3298526,2665946
699,3809692,4030380,3325974,2653082
700,3585464,3639582,3311599,2632560
701,3992514,3807141,3225293,2532816
702,3716512,3893186,3267378,2565265
703,3660103,3760941,3144821,2642352
704,3788650,4112466,3328266,2671832
705,3659479,4018243,3417854,2660790
706,3701980,4031838,3375143,2752669
707,4265650,4214762,3283524,2629695
708,4464565,6229587,3732502,2879653
709,3860268,4073246,3462178,4209918
710,3793963,4811975,4272889,2884549
711,3890738,4526651,5468982,5387572
712,4072672,4483993,3680989,2924551
713,4073246,4371801,3727502,3025754
714,3565724,3591089,3251649,2569015
715,3689792,3992304,3577287,2746314
716,3602132,3830371,3284826,2638549
717,3552703,3764118,3239773,2727668
718,3687761,3894227,3250502,2569744
719,3780160,4052567,3372122,2677249
720,3519525,4621498,3337382,2561984
721,3616091,3632133,3263889,2505263
722,3462803,4144655,8168211,2741574
723,4545140,4137572,3844382,2772201
724,3694688,3921938,3357435,2673343
725,3526139,3672969,3299307,6254224
726,5124489,6468132,4550917,2735999
727,3487176,3582804,3131744,2440153
728,3854066,4378567,3514104,2659433
729,3594524,3893339,3464674,2939705
730,4286324,5837898,3713435,6206142
731,4198455,5813210,5174120,2714644
732,3598847,3933601,5307407,3792865
733,5071252,6478601,3907922,3494884
734,3834117,4611805,4076211,3210445
735,4454768,5938944,5764874,3174142
736,4109649,5762895,5956080,3720258
737,5222716,5697579,5791906,3214820
738,4690975,10143649,4526906,3135026
739,3887088,5030000,3870369,3462695
740,3874119,4618264,3808596,3273781
741,4373046,5438090,4366170,3616087
742,4574721,6067908,4501488,3459206
743,4301480,5167298,4064387,2812147
744,4661026,3844586,3207529,3134661
745,4581961,4865827,4695871,2716935
746,3820158,4147828,3455612,2771208
747,3447018,3608326,3336961,2585836
748,3558845,3702185,3202581,2486040
749,3494728,3628484,3126535,2500156
750,3720050,5313813,3491864,2647662
751,4556127,4772958,4934996,2914027
752,4353826,5142348,4461747,2695111
753,3808596,4695611,6257186,2759958
754,3379567,3485196,3178049,2449008
755,3706247,3782969,3320502,2630421
756,3793490,4002561,3398106,2681254
757,3643168,5667729,4033184,2555728
758,5450689,5028276,3986931,3021163
759,4038705,5337299,4508828,3184295
760,7068879,8311846,8214082,6075297
761,9476424,11313061,3968441,3143356
762,4295798,4500181,5052913,5052236
763,4102874,4877020,4084748,4663886
764,3928335,4284339,5442876,3617438
765,4232307,5008692,3819112,3119917
766,4195951,4887124,3720723,2756466
767,5015671,5760805,3614938,3148044
768,4486327,4116104,3830259,3038352
769,4153657,5195678,4096988,3118303
770,4483670,5099633,3828957,3630043
771,3798799,4403407,3736036,3447535
772,4177252,4725659,3801247,3285081
773,3699837,6146550,3904533,3193567
