trial,original_ns,tco_ns,method2_ns,iterative_ns
443,957198,968401,1063223,683998
444,1059016,1230387,1515290,836125
445,1414336,1185019,1335767,810897
446,978411,1023810,910692,721420
447,954567,1017696,910650,724626
448,946719,972810,941586,778640
449,1115597,1373548,972757,756968
450,1021126,1009966,904781,684723
451,1050359,992703,908392,801973
452,1006760,1011031,884037,728503
453,959967,960681,890575,683882
454,933535,910330,885974,688131
455,1057866,1310757,996601,725265
456,1186926,1589824,1091912,804944
457,1127247,1064129,1100124,743901
458,1117865,1099878,1103456,1054504
459,1496543,1118323,1135064,792612
460,1122275,1407357,932075,710739
461,1048144,1031243,955995,714286
462,1054373,1291546,903014,724211
463,958156,1413662,973087,723732
464,948838,957262,960691,716490
465,970456,1000434,933790,716160
466,1060998,1207916,902960,882878
467,1196947,1550145,1165936,841634
468,1159344,1134084,1158513,773443
469,1151208,1168748,1165627,784028
470,1115969,1497793,2106468,672029
471,1002938,1211016,982181,713082
472,970872,1050114,982086,699270
473,949286,996728,904282,755307
474,948572,945580,887434,686203
475,945281,949871,890054,681688
476,974077,1011606,879734,694851
477,1032511,961766,883175,681411
478,1133563,1112008,1142593,877211
479,1185617,1176788,1119239,719302
480,1120325,1043490,1112679,774348
481,1239023,1246688,1170377,807680
482,1143093,1100805,968231,683339
483,997133,960009,929936,757916
484,1009018,1029933,933972,919339
485,984599,979051,886763,773645
486,965248,1008155,901407,689259
487,1020914,1093158,897753,707023
488,1046812,1110794,923578,734455
489,983598,1056727,1116885,1164126
490,1113137,1163093,1111071,764519
491,1244231,1240311,1047313,815381
492,1090943,1078931,945654,731602
493,1180569,1151335,1124127,792868
494,1081316,1175393,948870,748129
495,993396,1010296,899713,703232
496,1024608,1000701,877285,1075970
497,1024470,1103361,895900,702412
498,1017473,1091881,919244,713551
499,994705,994119,882503,685980
500,1468517,1034874,976484,989455
501,1081380,1033000,1285982,872754
502,1165266,1208928,914569,754167
503,1129697,1190238,1037079,824581
504,1097163,1157683,1152689,827818
505,1064341,1008560,897104,712454
506,1062051,1089378,928967,793038
507,1017207,1071700,911874,713178
508,945058,955515,906677,685618
509,952395,965792,908519,701485
510,1071604,1133541,968188,761750
511,1005695,1085022,921927,774443
512,1047856,1217117,1102583,794326
513,1215381,1213006,1146565,868946
514,1119165,1141401,1090432,766489
515,1300448,1283260,1371137,773624
516,1128941,1047600,910192,817049
517,1093829,1138227,963961,775647
518,1040891,1063990,1024565,1056623
519,1006377,1676241,907401,691145
520,980967,1034108,941777,740845
521,945920,989050,892631,695288
522,1057600,1107571,898157,908996
523,1279409,1216798,1224548,932760
524,1110975,1118142,1136938,688099
525,1144574,1212421,1122711,769151
526,1171038,1211345,1163562,899617
527,1073148,986803,930489,706299
528,971479,925836,901491,685436
529,979307,1070146,1084969,771899
530,1125266,1030519,929350,721634
531,994684,1033990,919605,704616
532,1000690,1041445,906326,705852
533,999742,975175,902481,690144
534,972651,973151,1148110,790972
535,1345463,1372950,1212176,881950
536,1051061,1122047,989348,779172
537,1148770,1120804,932673,777969
538,1229226,1186713,1043682,715319
539,1006430,981893,907412,771977
540,955601,1075424,910405,717949
541,1065789,1126598,1312291,717215
542,987698,995440,925889,689313
543,968572,949328,966484,703540
544,951841,956516,933663,681326
545,1147407,1373046,938849,810428
546,1137758,1550230,1140910,794082
547,1196737,1142561,1152976,826450
548,1062275,1088281,1104340,776702
549,1113626,1165777,1126864,798309
550,1121135,1032851,924281,725510
551,1030125,1077195,937624,777745
552,1013053,1055566,920127,799875
553,1024342,1012085,900426,711336
554,963332,991297,966548,724232
555,1039943,1068515,916581,742251
556,962405,972192,904451,698280
557,970659,1001851,1143253,782654
558,1144595,1097247,1148717,787840
559,1158631,1086385,1042403,843665
560,1085629,1178982,1199042,734924
561,1199160,1020083,1127546,745893
562,1089458,1109900,919509,726734
563,954759,967688,891459,687599
564,1043064,1087099,950702,767022
565,1066929,1094202,940181,736511
566,949136,971670,894431,738470
567,989955,986356,918339,747309
568,1032095,1095342,916314,718578
569,1185308,1228022,1166778,851727
570,1124510,1157374,1101071,778682
571,1014427,1037676,1115576,778491
572,1694215,1048101,1126039,819629
573,1214188,1195028,968050,669132
574,980659,1042531,877902,677269
575,922055,998997,1045812,752815
576,988039,1022904,872759,976824
577,1039007,1022521,892609,718694
578,997410,990126,898413,697417
579,953034,997730,923429,862025
580,1001191,1017271,1129729,1167960
581,1128973,1254596,1117779,778778
582,1079197,1081274,1108739,804654
